,ASPNHSUS,UNRATE,USACPIHOUMINMEI,FEDFUNDS,CSUSHPINSA,MSPNHSUS,MSACSR,MORTGAGE30US,NHFSEPUC,NHSDPC,NHSDPNS,HNFSEPUSSA,HSN1F,DSPIC96,TOTALSA,DATE,DIFSRC1Q027SBEA,W774RC1Q027SBEA,Sales in $MM
221,256700.0,9.4,100.0336137,0.18,147.686,219500.0,8.3,4.7375,102.0,14.0,5.0,212.0,305.0,11071.3,11.6,01/06/10,764.684,764.684,21575
222,252100.0,9.4,100.1128184,0.18,147.54,212100.0,8.9,4.564,102.0,13.0,6.0,209.0,283.0,11080.5,11.9,01/07/10,768.137,768.137,21476
223,268800.0,9.5,100.074182,0.19,146.399,226600.0,8.8,4.4275,97.0,11.0,5.0,206.0,282.0,11114.7,12.0,01/08/10,768.137,768.137,21252
224,270800.0,9.5,100.0428865,0.19,144.583,228000.0,7.6,4.346,94.0,12.0,5.0,201.0,317.0,11101.2,11.9,01/09/10,768.137,768.137,21389
225,254400.0,9.4,100.0892502,0.19,143.115,204200.0,8.2,4.225,90.0,12.0,4.0,199.0,291.0,11128.3,12.4,01/10/10,779.587,779.587,22062
226,281700.0,9.8,100.1232503,0.19,141.814,219600.0,8.2,4.3,87.0,12.0,4.0,195.0,287.0,11160.8,12.3,01/11/10,779.587,779.587,21906
227,291700.0,9.3,100.2298868,0.18,140.63,241200.0,7.0,4.714,81.0,12.0,5.0,190.0,326.0,11239.0,12.6,01/12/10,779.587,779.587,22155
228,275700.0,9.1,100.4292509,0.17,139.043,240100.0,7.3,4.755,80.0,9.0,6.0,187.0,307.0,11297.4,12.8,01/01/11,786.672,786.672,21469
229,262800.0,9.0,100.5988649,0.16,137.74,220100.0,8.1,4.9525,78.0,10.0,7.0,183.0,270.0,11329.0,13.1,01/02/11,786.672,786.672,21196
230,260800.0,9.0,100.77697890000002,0.14,137.79,220500.0,7.2,4.836,79.0,13.0,6.0,179.0,300.0,11312.4,13.3,01/03/11,786.672,786.672,21880
231,268900.0,9.1,100.8268199,0.1,139.154,224700.0,6.7,4.84,79.0,15.0,7.0,173.0,310.0,11282.8,13.3,01/04/11,793.0830000000003,793.0830000000003,22050
232,262700.0,9.0,100.9462065,0.09,140.684,222000.0,6.6,4.6375,78.0,12.0,7.0,168.0,305.0,11277.1,12.3,01/05/11,793.0830000000003,793.0830000000003,22311
233,273100.0,9.1,101.2185934,0.09,141.935,240200.0,6.6,4.51,81.0,13.0,6.0,166.0,301.0,11325.8,11.9,01/06/11,793.0830000000003,793.0830000000003,22745
234,270300.0,9.0,101.516094,0.07,142.328,229900.0,6.7,4.545,80.0,11.0,7.0,166.0,296.0,11371.2,12.7,01/07/11,804.6339999999999,804.6339999999999,22762
235,259300.0,9.0,101.67257159999998,0.1,141.77,219600.0,6.5,4.27,78.0,11.0,5.0,162.0,299.0,11363.5,12.6,01/08/11,804.6339999999999,804.6339999999999,22752
236,255400.0,9.0,101.7108217,0.08,140.153,217000.0,6.3,4.106,77.0,11.0,5.0,160.0,304.0,11330.8,13.4,01/09/11,804.6339999999999,804.6339999999999,22640
237,258300.0,8.8,101.8908675,0.07,138.395,224800.0,6.0,4.0675,77.0,12.0,5.0,158.0,316.0,11340.8,13.7,01/10/11,798.804,798.804,23228
238,250000.0,8.6,101.9735495,0.08,136.65200000000002,214300.0,5.7,3.9925,73.0,11.0,6.0,155.0,328.0,11329.3,13.7,01/11/11,798.804,798.804,22953
239,262900.0,8.5,102.1319589,0.07,135.155,218600.0,5.3,3.958,68.0,12.0,6.0,151.0,341.0,11416.0,13.8,01/12/11,798.804,798.804,23450
240,265700.0,8.3,102.4097549,0.08,134.16,221700.0,5.3,3.915,68.0,10.0,7.0,149.0,335.0,11495.2,14.4,01/01/12,803.2739999999999,803.2739999999999,23590
241,274000.0,8.3,102.6292099,0.1,133.994,239900.0,4.8,3.89,67.0,11.0,10.0,147.0,366.0,11559.0,15.0,01/02/12,803.2739999999999,803.2739999999999,23599
242,283600.0,8.2,102.8977332,0.13,135.871,239800.0,4.9,3.954,70.0,13.0,11.0,145.0,354.0,11589.0,14.6,01/03/12,803.2739999999999,803.2739999999999,24561
243,287900.0,8.2,103.0615517,0.14,138.488,236400.0,4.9,3.91,72.0,12.0,10.0,144.0,354.0,11620.0,14.8,01/04/12,785.465,785.465,23395
244,280900.0,8.2,103.2273021,0.16,141.067,239200.0,4.7,3.798,75.0,12.0,9.0,144.0,370.0,11632.1,14.5,01/05/12,785.465,785.465,22771
245,271800.0,8.2,103.4328479,0.16,143.184,232600.0,4.8,3.675,79.0,11.0,11.0,145.0,360.0,11657.8,14.5,01/06/12,785.465,785.465,22503
246,282300.0,8.2,103.6167574,0.16,144.292,237400.0,4.6,3.55,81.0,12.0,10.0,142.0,369.0,11626.4,14.4,01/07/12,779.187,779.187,22663
247,305500.0,8.1,103.7917805,0.13,144.714,253200.0,4.6,3.602,81.0,10.0,9.0,143.0,375.0,11605.6,14.4,01/08/12,779.187,779.187,23106
248,297700.0,7.8,103.9602354,0.14,144.368,254600.0,4.5,3.4975,85.0,10.0,10.0,144.0,385.0,11660.2,15.1,01/09/12,779.187,779.187,23719
249,285400.0,7.8,104.1924404,0.16,143.98,247200.0,4.9,3.3825,86.0,10.0,9.0,147.0,358.0,11729.1,14.8,01/10/12,789.2860000000003,789.2860000000003,23790
250,290700.0,7.7,104.2558042,0.16,143.975,245000.0,4.6,3.352,84.0,10.0,8.0,150.0,392.0,11884.7,15.5,01/11/12,789.2860000000003,789.2860000000003,24126
251,299200.0,7.9,104.3655317,0.16,143.88299999999995,258300.0,4.5,3.345,83.0,10.0,9.0,150.0,399.0,12194.8,15.5,01/12/12,789.2860000000003,789.2860000000003,24135
252,306900.0,8.0,104.6661232,0.14,144.326,251500.0,4.0,3.414,84.0,11.0,10.0,149.0,442.0,11435.5,15.8,01/01/13,808.064,808.064,24431
253,312500.0,7.7,104.9300101,0.15,145.174,265100.0,4.2,3.5325,85.0,10.0,13.0,153.0,439.0,11432.8,16.0,01/02/13,808.064,808.064,24818
254,300200.0,7.5,105.1788288,0.14,147.97799999999995,257500.0,4.1,3.565,87.0,13.0,14.0,154.0,449.0,11445.1,15.8,01/03/13,808.064,808.064,24709
255,337000.0,7.6,105.3233291,0.15,150.993,279300.0,4.3,3.445,94.0,13.0,16.0,161.0,451.0,11449.8,15.8,01/04/13,823.829,823.829,24984
256,314000.0,7.5,105.5771705,0.11,153.886,263700.0,4.5,3.536,97.0,13.0,12.0,162.0,430.0,11517.9,15.7,01/05/13,823.829,823.829,25470
257,306100.0,7.5,105.8252165,0.09,156.452,259800.0,4.1,4.07,98.0,13.0,14.0,160.0,463.0,11545.5,16.1,01/06/13,823.829,823.829,24998
258,329900.0,7.3,106.0392624,0.09,158.31,262200.0,5.4,4.37,103.0,9.0,10.0,170.0,376.0,11538.9,16.0,01/07/13,834.4169999999997,834.4169999999997,25534
259,310800.0,7.2,106.2776492,0.08,159.416,255300.0,5.5,4.456,106.0,10.0,8.0,174.0,380.0,11573.5,16.0,01/08/13,834.4169999999997,834.4169999999997,25504
260,321400.0,7.2,106.4047631,0.08,159.696,269800.0,5.5,4.49,109.0,10.0,10.0,183.0,399.0,11602.8,15.5,01/09/13,834.4169999999997,834.4169999999997,25525
261,335700.0,7.2,106.5535134,0.09,159.582,264300.0,4.9,4.192,108.0,12.0,10.0,183.0,444.0,11572.2,15.7,01/10/13,856.66,856.66,25223
262,335600.0,6.9,106.7891957,0.08,159.394,277100.0,5.0,4.255,110.0,11.0,9.0,184.0,446.0,11602.3,16.5,01/11/13,856.66,856.66,25115
263,321200.0,6.7,107.0144462,0.09,159.315,275500.0,5.1,4.4575,111.0,10.0,10.0,187.0,441.0,11615.4,15.8,01/12/13,856.66,856.66,25301
264,337300.0,6.6,107.3621741,0.07,159.408,269800.0,5.1,4.432,110.0,10.0,11.0,190.0,447.0,11649.3,15.7,01/01/14,863.52,863.52,25234
265,325900.0,6.7,107.6272201,0.07,159.914,268400.0,5.3,4.3025,109.0,12.0,11.0,188.0,423.0,11721.3,16.0,01/02/14,863.52,863.52,25163
266,331500.0,6.7,108.026721,0.08,161.232,282300.0,5.6,4.3425,108.0,11.0,14.0,192.0,410.0,11790.7,17.2,01/03/14,863.52,863.52,25481
267,325100.0,6.3,108.21874409999998,0.09,163.01,274500.0,5.7,4.3375,112.0,12.0,12.0,191.0,401.0,11824.2,16.7,01/04/14,879.2739999999999,879.2739999999999,26557
268,323500.0,6.3,108.55642659999998,0.09,164.72299999999996,285600.0,5.1,4.192,115.0,14.0,14.0,193.0,452.0,11867.7,17.1,01/05/14,879.2739999999999,879.2739999999999,26722
269,338100.0,6.1,108.7816771,0.1,166.247,287000.0,5.7,4.1625,119.0,13.0,12.0,198.0,416.0,11922.6,17.4,01/06/14,879.2739999999999,879.2739999999999,26944
270,345200.0,6.2,109.0973368,0.09,167.166,280400.0,6.1,4.13,126.0,11.0,11.0,203.0,402.0,11943.1,17.0,01/07/14,899.4889999999997,899.4889999999997,26525
271,356200.0,6.2,109.3206554,0.09,167.482,291700.0,5.5,4.115,127.0,12.0,11.0,206.0,449.0,12006.1,17.7,01/08/14,899.4889999999997,899.4889999999997,27047
272,319100.0,5.9,109.5165422,0.09,167.278,261500.0,5.3,4.1625,127.0,12.0,11.0,207.0,466.0,12036.7,16.7,01/09/14,899.4889999999997,899.4889999999997,26954
273,377500.0,5.7,109.7715427,0.09,166.95,297000.0,5.3,4.0360000000000005,123.0,13.0,11.0,209.0,474.0,12105.2,16.7,01/10/14,911.457,911.457,26997
274,348900.0,5.8,109.9512022,0.09,166.704,298300.0,5.7,3.9975,121.0,10.0,10.0,211.0,446.0,12172.0,17.2,01/11/14,911.457,911.457,27190
275,373200.0,5.6,110.0883615,0.12,166.512,301500.0,5.1,3.864,118.0,15.0,10.0,211.0,492.0,12231.6,17.1,01/12/14,911.457,911.457,26905
276,348300.0,5.7,110.4828396,0.11,166.305,292000.0,4.7,3.67,113.0,15.0,12.0,207.0,523.0,12271.0,17.1,01/01/15,927.569,927.569,27015
277,346300.0,5.5,110.8093176,0.11,166.692,286600.0,4.5,3.71,107.0,15.0,16.0,204.0,549.0,12315.9,16.8,01/02/15,927.569,927.569,26191
278,349300.0,5.5,111.20534109999998,0.11,168.153,286600.0,5.1,3.77,111.0,16.0,15.0,205.0,481.0,12306.1,17.9,01/03/15,927.569,927.569,26869
279,340400.0,5.4,111.452228,0.12,170.03599999999997,294500.0,4.9,3.672,118.0,16.0,16.0,206.0,500.0,12378.7,17.4,01/04/15,947.067,947.067,27301
280,336200.0,5.5,111.68984209999998,0.12,171.919,287500.0,5.0,3.84,122.0,15.0,15.0,210.0,504.0,12423.1,18.1,01/05/15,947.067,947.067,27330
281,326900.0,5.3,112.0588201,0.13,173.519,285100.0,5.4,3.9825,129.0,14.0,15.0,216.0,476.0,12440.8,17.8,01/06/15,947.067,947.067,27123
282,341200.0,5.2,112.5023665,0.13,174.563,292300.0,5.2,4.046,136.0,14.0,14.0,216.0,498.0,12439.0,18.0,01/07/15,953.652,953.652,28030
283,343300.0,5.1,112.7198897,0.14,175.01,293000.0,5.1,3.905,138.0,14.0,13.0,217.0,513.0,12470.2,18.2,01/08/15,953.652,953.652,28005
284,357200.0,5.0,113.0119812,0.14,175.125,299500.0,5.8,3.89,142.0,11.0,11.0,223.0,461.0,12503.2,18.4,01/09/15,953.652,953.652,28005
285,368900.0,5.0,113.2901635,0.12,175.137,298000.0,5.6,3.796,135.0,12.0,11.0,225.0,482.0,12556.0,18.4,01/10/15,960.52,960.52,28136
286,373200.0,5.0,113.4624821,0.12,175.238,312600.0,5.4,3.9425,140.0,11.0,12.0,229.0,508.0,12556.8,18.4,01/11/15,960.52,960.52,28432
287,352500.0,5.0,113.6440734,0.24,175.218,297100.0,5.2,3.964,138.0,13.0,11.0,234.0,536.0,12570.8,17.6,01/12/15,960.52,960.52,29237
